,PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3083,REARRANJO BCL6 3q27 (NHL) FISH,AMB,HCO,HSO,REF,PAC,,CITOGENÉTICA,GENÉTICA,,,,
3084,,,,,,,,,,TERAPÊUTICOS,,,
3085,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3086,REARRANJO 8q24 FISH (MEDULA ÓSSEA),AMB,HCO,HSO,REF,PAC,,CITOGENÉTICA,GENÉTICA,,,,
3087,REARRANJO 8q24 FISH (SANGUE),AMB,HCO,HSO,REF,PAC,CITOGENÉTICA,GENÉTICA,,,,,
3088,"AMINOÁCIDOS URINÁRIOS OU PLASMÁTICOS, ANÁLISE QUANTITATIVA",AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3089,AVALIAÇÃO DE RISCO DE ANOMALIAS CROMOSSÔMICAS E/OU DEFEITOS DE FECHAMENTO DE TUBO NEURAL,AMB,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3090,"CARBOIDRATOS URINÁRIOS, ANÁLISE QUALITATIVA",AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3091,"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA 1,4-ALFA-GLICOSIDASE EM FIBROBLASTOS",AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3092,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-D-MANOSIDASE EM LEUCÓCITOS E FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3093,,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3094,FIBROBLASTOS,,,,,,,,TERAPÊUTICOS,,,,
3095,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-FUCOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3096,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-IDURONIDASE EM LEUCÓCITOS OU FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3097,,RN,,,,,,,,,,,
3098,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3099,,(alteração),,,,,,,,,,,
3100,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3101,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GALACTOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3102,,,,,,,,,TERAPÊUTICOS,,,,
3103,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3104,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3105,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICURONIDASE EM FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3106,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ESFINGOMIELINASE EM FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3107,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA GALACTOCEREBROSIDASE EM LEUCÓCITOS E FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3108,,,,,,,,,TERAPÊUTICOS,,,,
3109,"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA HEXOSAMINIDASE A E TOTAL EM SORO, LEUCÓCITOS OU",,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3110,,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3111,FIBROBLASTOS,,,,,,,,TERAPÊUTICOS,,,,
3112,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3113,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA IDURONATO 2-SULFATASE EM FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3114,,,,,,,,,TERAPÊUTICOS,,,,
3115,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3116,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA N-ACETILGALACTOSAMINA-6-SULFATASE EM FIBROBLASTOS,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3117,,AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3118,INATOS DO METABOLISMO (EIM),,,,,,,,TERAPÊUTICOS,,,,
3119,"GLICOSAMINOGLICANOS URINÁRIOS, DOSAGEM QUANTITATIVA OU ANÁLISE QUALITATIVA",AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3120,"PORFIRINAS URINÁRIAS OU PLASMÁTICAS, FRACIONAMENTO E QUANTIFICAÇÃO",AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3121,"TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA",AMB,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3122,"TESTE DUPLO: 1 TRIMESTRE - PROTEÍNA A PLASMÁTICA ASSOCIADA À GESTAÇÃO (PAPP-A), BETA-",,,,,,,,,,,,
3123,GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO,AMB,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3124,,AMB,HCO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,,
3125,LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS,,,,,,,TERAPÊUTICOS,,,,,
3126,CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO,AMB,HCO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,,
3127,PARA ANOMALIAS FETAIS,,,,,,,,,,,,
3128,"TESTE TRIPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA",,,,,,,,,,,,
3129,CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA,AMB,HCO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,,
3130,,RN,,,,,,,,,,,
3131,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3132,,(alteração),,,,,,,,,,,
3133,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3134,"BCR/ABL, PESQUISA DE TRANSLOCAÇÃO",AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,,,
3135,,,,,,,,,,TERAPÊUTICOS,,,
3136,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,
3137,BRAF (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,9,GENÉTICA MOLECULAR,GENÉTICA,,,,
3138,"CROMOSSOMO PHILADELFIA, PESQUISA",AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,,,
3139,EGFR (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,21,GENÉTICA MOLECULAR,GENÉTICA,,,,
3140,"FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",AMB,HCO,HSO,REF,PAC,25,GENÉTICA MOLECULAR,GENÉTICA,,,,
3141,HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,30,GENÉTICA MOLECULAR,GENÉTICA,,,,
3142,,AMB,HCO,HSO,REF,PAC,110,GENÉTICA MOLECULAR,GENÉTICA,,,,
3143,UTILIZAÇÃO,,,,,,,,,TERAPÊUTICOS,,,
3144,K-RAS (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,50,GENÉTICA MOLECULAR,GENÉTICA,,,,
3145,N-RAS (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,57,GENÉTICA MOLECULAR,GENÉTICA,,,,
3146,"PROTROMBINA, PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",AMB,HCO,HSO,REF,PAC,61,GENÉTICA MOLECULAR,GENÉTICA,,,,
3147,REARRANJO GÊNICO CÉLULAS B POR PCR,AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,,,
3148,REARRANJO GÊNICO CÉLULAS T POR PCR,AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,,,
3149,FLT3 - PESQUISA DE MUTAÇÕES (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,142,GENÉTICA MOLECULAR,GENÉTICA,,,,
3150,"TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO)",577/2023,09/05/2023,AMB,HCO,HSO,REF,PAC,160,GENÉTICA MOLECULAR,GENÉTICA,,
3151,TRANSLOCAÇÃO PML/RAR-a,,,AMB,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,,
3152,ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3153,"COLORAÇÕES ESPECIAIS, QUANDO NECESSÁRIAS AOS PROCEDIMENTOS ANATOMOPATOLÓGICOS",AMB,HCO,HSO,REF,PAC,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,,,,,
3154,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3155,PROCEDIMENTO COLPOCITOLÓGICO HORMONAL SIMPLES OU SERIADO,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3156,"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL PROVENIENTE DE BIÓPSIAS SIMPLES,PAAF, ""IMPRINT"" E ""CELL-BLOCK""",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3157,"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA ANATÔMICA OU CIRÚRGICA SIMPLES OUCOMPLEXA",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3158,DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL,,,OD,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3159,DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL,,,OD,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3160,DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL,,,OD,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3161,DIAGNÓSTICO ANATOMOPATOLÓGICO EM PUNÇÃO NA REGIÃO BUCO-MAXILO-FACIAL,,,OD,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3162,PD-L1 – DETECÇÃO POR TÉCNICAS IMUNOISTOQUÍMICAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,146,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3163,PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO POR CONGELAÇÃO DURANTE ATO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3164,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO EM MEIO LÍQUIDO,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3165,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE LÍQUIDOS E RASPADOS CUTÂNEOS,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3166,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE MATERIAL CÉRVICO-VAGINAL,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3167,"PROCEDIMENTO DIAGNÓSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENSCIRÚRGICAS, DE PEÇAS ANATÔMICAS SIMPLES OU COMPLEXAS",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3168,"PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA, DIRETA E INDIRETA",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3169,PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3170,PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3171,"PROCEDIMENTO DIAGNÓSTICO POR HIBRIDIZAÇÃO ""IN SITU"" OU HIBRIDIZAÇÃO ""IN SITU"" PORFLUORESCÊNCIA",,,,AMB,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3172,PUNÇÃO ASPIRATIVA COM AGULHA FINA (ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS),,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3173,"PUNÇÃO ASPIRATIVA COM AGULHA FINA DE MASSAS, ÓRGÃOS OU ESTRUTURAS PROFUNDAS ORIENTADAOU NÃO POR IMAGEM",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3174,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3175,"RECEPTOR DE ESTROGÊNIO, ENSAIO IMUNO-HISTOQUÍMICO",,,,AMB,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3176,"RECEPTOR DE PROGESTERONA, ENSAIO IMUNO-HISTOQUÍMICO",,,,AMB,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3177,"UREASE, TESTE RÁPIDO PARA HELICOBACTER PYLORI",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3178,ANGIOGRAFIA CAROTÍDIA (VIA FEMURAL),,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3179,ANGIOGRAFIA RADIOISOTÓPICA,,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3180,CINTILOGRAFIA DO MIOCÁRDIO (INFARTO AGUDO),,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3181,CINTILOGRAFIA DO MIOCÁRDIO COM FLUORDEOXIGLICOSE (FDG-FLÚOR-18),,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3182,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FARMACOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3183,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FÍSICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3184,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - REPOUSO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3185,CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - ESFORÇO,,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3186,CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - REPOUSO,,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3187,FLUXO SANGUÍNEO DAS EXTREMIDADES,,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3188,"QUANTIFICAÇÃO DE ""SHUNT"" DA DIREITA PARA A ESQUERDA",,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3189,"QUANTIFICAÇÃO DE ""SHUNT"" PERIFÉRICO",,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3190,VENOGRAFIA RADIOISOTÓPICA,,,,AMB,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3191,CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3192,CINTILOGRAFIA DO FÍGADO E DO BAÇO,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3193,CINTILOGRAFIA DO FÍGADO E VIAS BILIARES,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3194,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3195,CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3196,CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3197,CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS),,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3198,CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3199,CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO,,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3200,FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO),,,,AMB,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3201,CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123),,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3202,CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC),,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3203,CINTILOGRAFIA DAS PARATIREÓIDES,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3204,CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI),,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3205,TESTE DE ESTÍMULO COM TSH RECOMBINANTE,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3206,TESTE DE SUPRESSÃO DA TIREÓIDE COM T3,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3207,TESTE DO PERCLORATO,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3208,CINTILOGRAFIA RENAL DINÂMICA,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3209,CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3210,CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA),,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
